User,Review Year,Ratings,Review
Brendan the football manager,2023,5, Next generation Gaming
kelyrae,2022,5, Xbox Series X
DoggyDog420,2020,1, Pair button to connect controller doesn’t work
Aundra Collins,2022,1, Do Not Buy!
Joyce,2022,1, Tt was defective and I can't get any help also paid for a 2 year protection plan
Richard Newell,2022,1, Console didn’t work :/
jacob robbins,2022,1, Will not update
Nora,2022,1, Bad machine
Brett England,2022,1, Worst Micorsoft experience of all time. Setup is impossible with xbox app.
D,2022,5, Great system
SHAE,2020,1, Crashes!
Jovann,2023,5, Great gaming console.
Ty,2022,1, 600 Hundred dollars for a broken video game system
J Watson,2022,1, Xbox would not turn on out of box
Mike D,2021,1, Scalpers gonna scalp
Auburn,2022,1, Nothing
Elaina Bennett,2022,5, Xbox At Last!
Sean Montgomery,2020,1, Was working
Daniel A.,2022,5, Amazing
renee brewer,2022,1, Doesn’t work
Amazon Customer,2022,1, Sold a used one…not a new.
Susan Spady,2021,2, Remotes bad that come with product.
Connor,2022,1, Defective
Daniel Head,2021,1, Xbox series X is faulty.
Brandon Levesque,2022,5, My go to console
Michelle M,2022,4, Vast Improvement Over Xbox One
Aaron Hills,2022,5, Great Quality Gaming System
Ed,2022,5, The box it came in was a keeper.
Amazon Customer,2020,1, Very disappointed in this new box
Jocelyn Rodriguez,2020,1, Not worth it!!
NICHOLAS A OREY,2021,1, Overheating Issue
Big John,2022,1, Takes too long
William Capers,2022,1, No good poor customer service
James,2020,1, Defective Controller
The Du,2020,1, Power cord does not work!
HT fanatic,2022,4, A great console that doesn’t feel quite next gen
David Feudale,2022,5, Amazing Console - The Best Xbox Yet!
Argenys Herrera,2022,5, Amazing
Chris Stewart,2020,1, Bricked
josh Rosenblatt,2020,1, Xbox series X stopped working and will not turn on!
Amazon Customer,2022,5, Dang this thing is quick
Jack Ryder,2023,3, Blu Ray Player
sara,2022,1, Quit working after 6 months
Amazon Customer,2022,5, Fast and HD
MovieGuy,2023,3, Great Tech With Some Issues
Michael J. Caboose,2022,4, Best bang-for-buck system
Janada Lambert,2022,5, Amazing!
Trenton,2021,1, Inflated price
Double Action,2022,4, Great Console but the OS needs an update
Potato,2022,5, WORTH EVERY PENNY
Douglas A. Morrissett,2022,5, very happy with my purchase
Caleb Valdez,2022,5, I would order from this seller
Cameron,2020,1, Not worth it
Edward V. Hawk,2022,5, Absolutely Pleased in Every Way
Apat,2020,1, Crap product
Oscar Lands Samano,2022,5, like
Jake Marut,2021,1, Bad Hardrive
Jhen,2021,1, EXPENSIVE AND WAS BROKE!
Joshua Stacy,2023,3, Got tired of waiting
Ja,2022,5, Love it
Amazon Customer,2021,1, Highly recommend not buying
Keith,2021,1, Juice is not worth the squeeze.
Devon,2020,1, Terrible Start and Service
Marshall Burton,2021,1, Be careful who you buy from.
Greg,2022,5, Amazing!
Bosa Molatore,2022,1, Overheat
Senad,2021,4, Better Console but with drawbacks!
Elizabeth Thornton,2022,5, Boyfriend is obsessed
Lawrence B.,2022,1, A step way back
T-Bone,2022,5, Quick resume is the greatest feature
Turner Scott,2022,1, The hdmi was missing a huge chunk out of it
J,2021,1, Unit won't power on after a month of use MS refuses to fix it
Brenndan Wulforst,2022,5, Availability
Chris Rice,2022,5, Makes Xbox One S seem ancient
Pepe Laporga,2022,5, I like it better than PS5
Jeff Osborne jr.,2020,1, Dead Console
Marlon B. Hamilton,2022,5, Love it
Amazon Customer,2022,5, Ignore the ps5 fanboy comments
Joel McGee,2022,4, Welcome to the next level
Dennis M,2022,1, Damaged
Fresno,2021,4, All games are NOT compatible.
Ajay sondhi,2022,5, Great console
Jrrp,2021,1," Trrible, console shuts down while you are playing online!"
c4pg4wd,2022,1, Xbox Series X not worth $550 ..it has no games..
Tracy,2021,1, Crashes
Ryan M,2020,5, Amazing! Best Console yet
TeamKnapsack,2022,3, Not sure it's worth the upgrade.
Emely,2022,1, “B” button is unresponsive; brand new straight out of the box.
JPShadowMan,2022,5, Xbox Does What PlayStation and Nintendon't
Joshua Ivankovich,2022,1, Its a good product…
MA,2021,1, Packed without protection
Cameron Hendricks,2020,1, Don’t get it early
Ikechukwu Francis Osondu,2022,1, False advertising
Anthony,2022,5," Es de lo mejor, valió la pena cada centavo!"
Richard in St. Paul,2021,4, An engineering triumph for quiet gaming
jesus g.,2021,1, Disc drive problems
trey w.,2021,1, Arrived Not Working
CALIFORNIASUPERSTAR,2022,5, it's perfect
Adonay Fuentes Rivas,2022,3, I want to buy some
Shawn D Hamerlinck,2020,1, Add more padding
Kevin L Kemper,2021,1, High Hopes.. Let Down by Defective Issues
mikes,2022,1," Actual product, perfectly fine. 4/5. People who horde and mark up a product. 1/5"
RCADavidson,2021,5, A Great System (for $500)
Sean Sneer,2020,1, Sad
Digitalmaster,2023,1, 2 out of 2 units bad out of the box
Elgrandavidp,2022,5, Xbox is back to gaming!
Jacob,2022,1, Doesn’t stay on
jason good,2023,1, Honest review of gaming...
Dwaynebank,2022,5, Blown away
ALBERTO,2022,5, Excelente maquina 👍🏻✅️
Amazon Customer,2023,1, I can't actually buy this because Microsoft sucks
Person,2021,5, Blows Away The PS5
JoelDT,2023,1, Really low storage
Bjornie Herjolfson,2023,1, Physical Games Don't Work
Captain Dipship,2022,5," Plays games quickly, and better than before"
Khamani Vixama,2021,1, This is sad
Kristin M. Burnett,2022,1, Scammed by seller
Ashley,2022,1, Defective
Marcello willis,2021,1, Could of kept my old xbox
Christopher Wilson,2021,1, Trash
David P.,2021,5," yes, its worth the NORMAL amount of money. DONT BUY FROM SCALPERS"
thetraveler333,2022,1, These are having MANY disc drive problems! READ THIS before you buy!
Some Guy,2022,5, Amazing!
Daniel,2021,1, Bad
Chris Cummings,2021,1, Dead on arrival
Avid Fan,2021,5, Don't Call it a Comeback...
K. Burnett,2021,5, PC experience without the pc
The Angry Otter,2021,5, Great console but skip the scalpers. Wait to get one at MSRP.
MartinR,2021,5, For class
fadia,2022,2, Available by invitation
Brian Kling,2021,5, Impressive
Vincent,2021,5, No problems whatsoever
Logan,2021,5, Exactly what it was built for
Fadi,2021,1, Terrible
Amazon Customer,2022,2, Gets way too hot
Adrian joshua,2021,5, Got lucky and emailed about some available!!
Nick,2021,5, Great machine for your back catalogue too.
alison mule,2021,1, Fabulous all round.. product and Service!
IAmazon,2021,4, Good but…
Joshua Weiner,2021,1, Trash
Camilo Tellez,2021,1, Meh
Nathan,2021,1, Buy off the Xbox website don’t buy used
Gursharan,2021,1, Do not buy
christian kuhr,2022,3, price
Republican,2021,5, Series x
Nevada,2022,1, A request for a near year old console
Grant,2021,5, There is a global chip shortage
Vikingbrute,2022,2, Not worth it right now...
cyntia,2021,4, GREAT PURCHASE!!
Hajj,2021,5, The world best & most powerful console with the Best Gaming deal (XBOX GAME PASS)
Paco,2021,5, Fantastic
kevin martin,2021,5, Awesome 👏🏿
Jesse,2021,5, All you need
alex,2022,1," Blatant Privacy Issues, Occasional Purchasing and Connectivity Issues"
Julie Erickson,2022,1, Most difficult terrible game sytem to set up
Amazon Customer,2021,5, Nice
Jace,2021,5, Gamepass/Quick-Resume/fps Boost
electrofryed,2023,1, Ssd crashed in 6 months
Richmond V. Baker,2021,5, This thing is a monster game console
Ronald,2023,1, Did not work
Amazon Customer,2021,5, Amazing Console for all Gamers
TJ Taraszka,2021,5, BFA
John M. Brady,2020,5, Fast and quiet
WVphotog,2022,2, Don’t buy physical copies of games.
Hao,2022,1, worst so far
Rob Dukich,2021,5, Fast and powerful. Best console yet
Trypticon,2020,5, Best console ever!
sherri lava,2022,1, WASTE OF MONEY DO NOT BUY
Gary Lindenbaum,2022,1, Overhyped and Overpriced
Brandi Roe,2021,5, Great
Jaylev,2021,5," Hold out, don't get scalped"
Amazon Customer,2020,5, Love it
Anne Cannon,2021,5, Worth it.
Virojrat Limjumruntorn,2021,5, I’m lucky asf
M_IT,2021,5, Top of the line console
Nolan Jorgensen,2021,5, Scalpers
Lebo Smithsonian,2021,5," An Absolute BEAST of a system, too overpriced on Amazon!!!"
Speed 68,2021,5, Nothing
Brian Giroux,2021,5, An incredible console!!!
Miguelangel Chavez,2021,5, Power Your Dreams
Hathus,2021,5, Great 👍
William Lamb,2021,5, Perfect Console
Louis,2021,5, Worth it
Travis,2021,5, Ya buddy
Melissa,2021,5, Lol
Jeremy Roberts,2021,5, Amazing product.
Brett Noble,2021,5, Buy the time.......
Soozie Lee,2021,5, Very much worth 500$
Cole Thompson,2022,1, Garbage
Alexis Rios,2021,5, Best console of this generation
Isaac Samayoa,2021,5, Awesome Upgrade from Last Gen
Tiara,2021,5, Xbox series x
Amazon Customer,2020,5, THE BEST CONSOLE EVER
KT,2021,3, Not a full generational leap
Sab,2022,1, I don't like it standing up
Yoal,2020,1, Dont buy
David,2020,1, Do not pay this amount
Dustin gardlock,2022,1, Updates are real and it already won’t read discs… just like all the x boxes before this!
Customer,2020,1, Absurd Price
Henri,2021,3, Supply and demand at its best
Nick M.,2020,1, Shouldn’t even be legal to do this.
E.S.,2020,1, Rip off
Neal B,2020,1, seriously?
M.L.,2021,3, Not much difference
Azure House,2021,3, Underwhelming
leah erickson,2020,3," Quality Hardware, Firmware needs some help"
tigmaster,2020,1, Third party plague
Gabriel,2020,1, Insane price
Dan,2021,1, DO NOT BUY UNTILL ITS 500$ FLAT
K-Loy,2022,1, Don't support companies that support scalping
J. D. Cooper,2021,1, Wait for stock to replenish
Edward,2022,1, Forever Quene line that seems to have no answer.
Nick W,2021,1, Great console...when it works!
Rayvin R.,2021,2, DO NOT TOUCH THIS CONSOLE FOR A YEAR OR TWO!
Gregory G.,2021,1, Stone knives and bear skins
mike smith,2021,3," ""see all purchase options"""
JOYCE S,2021,2, Service Problems don't waste your money
BillH,2020,1, It's worth waiting an letting the Beta testers(Early Adopters) fight over it
mary seaton,2020,3, Will cost for new upgrades
AmazonReview,2021,1, There is no reason to buy it yet.
Zack Campbell,2021,1, This is not the next-gen console you're looking for.
Reaxions,2021,1, Never Works Correctly
james s rose,2022,1, Audio delay
A. Monkey,2020,2, Disappointed so far
Pilchard,2021,1, It is the most interesting video game console experience of my life
Miguel,2022,1, BAD
Andrew S.,2021,1, I'd rather wait
michael baldini,2021,1, Microsoft will rip you off!!!
Shannon Young,2021,1, There are no good games anymore
Veronica T.,2021,1, Overpriced and should not be allowed to sell at the asking price of 600-1000
Shannon Thompson,2020,3," Wait till next year, cause you ain’t getting one"
Mumenrider12,2021,1, Don’t do what it’s supposed to.
Amazon Customer,2021,1," Disgusting, Despicable, Distasteful"
dwayne,2022,1, Invite was BS
Amazon Customer,2022,1, broken disc drive
PAMtMan,2021,1, Xbox Series X 2 thumbs up- Scalpers 2 thumbs down
Matthew A. Moore,2022,2," Mostly great, but such a pain to log into accounts"
Daniel S.,2021,1, Scalping on amazon
Baudy Rodriguez,2022,1, Its Awful
Emmett Shatley,2021,1, People are being scammed
April Baxter-Bennett,2021,1, The console is great. Selling oit before you can finish checking out is getting old.
Itsmeagain,2021,1, Crashes constantly
Josh Dub,2022,1, Bad just bad
M. Lewis,2021,2, There all out of stock
ANIMACHARGE,2022,1, good luck ever getting your hands on one of these
Jahoo,2021,2, Simple…..Save money….build gaming pc
wister vivas,2020,1, Speculators
Danny,2022,1," Audio delay when watching movies, literally no possible way to fix it"
Justin E.,2020,1, Scam
MustangChief,2020,2, Doesn't play at all
Chevylee,2021,2, Why overpriced by $200
Amy Mendez,2021,1, What a scam!
Francisco,2020,1, Hope you never sell it
ND,2021,1, BOYCOTT THE BOTS!!!
Stuart,2021,1, Scalping is not capitalism.
Amazon Customer,2022,1, Your doing this to the people that have been feeding you money…
Joseph J.,2021,1, Stupid people
Kevin,2021,1, Series X is a great machine!
Scott Dutton,2020,1, Scummy
Brad,2021,1, RIP OFF and a SCAM!!!
Adelina Ryhal,2021,1, ABSOLUTE PRICE GOUGING!
memer5aura5,2021,1, Disappointed…
james,2021,1, Just hang tight for restock
joseph,2021,1, Don’t waste your time.
Doc,2021,1, Connection issues
Lorenzo Arenas,2022,1, Over a year later... Out of stock and still overpriced. Joke!
Tony Martin,2021,1, $800!! Insane!
John,2021,1, Immoral trash
s,2022,5, VALUE VALUE VALUE!!!
Unknown,2021,1, Great console but way overpriced from the original price
Rumble Tumbly,2021,1, Waste of money
James Johnson,2021,1, Outrageous
Amazon Customer,2021,1, Network bug issues beyond annoying
steve k.,2021,1, Absolute Junk
Amazon Customer,2021,1, I'll change my review when they are available for purchase
Amazon Customer,2021,1, Rip off
Lance Boccard,2021,1, September 2021
Glenn Arias,2021,1, Overpriced
T. Dude,2021,1, Waste of time.
Michael,2021,1, Still scummy
Sparky,2021,1, Wait til they fix all the problems
TRACY,2021,1, 5 mouth still waiting
kevin,2021,1, People who bought this are dumb and desperate!
Colorado,2020,1, Ridiculous
Carol W. Clarke,2022,1," not happy with all the glitchs ,was much happier with xbox one ,this thing is junk"
brandon,2021,1, $500...
Jason Williams,2021,1, Disaster
kelly,2022,1, walk away from xbox
travis manning,2021,1, Woooow
Patricia O.,2021,1, Day one unit just die
Sologhost,2021,1, Go buy a PC and be happier
Brandon Biagas,2020,1, Mold
ashley demichele,2021,1, Price tag what joke
MATTHEW C LAMBERT,2021,1, Holding out for Xbox Z!
Philip,2021,1, Overpriced and scalpers paradise
JF,2021,1, Getting fn mad.
Kevin Kettler,2021,1, Don’t feed these trolls
Paul Jerome,2021,1, SCAM
Jorge Rodriguez,2021,1, Save your money.
Splash,2021,1, No stock more like no holiday deals...
Mark Whitfield,2020,1, Ha Ha Ha!!!
YadiG.,2021,1, To much
Blue Rondo ala Turk,2021,1, Amazon is backwards and not interested in the consumer getting a fair deal
Oscar,2021,1, Unacceptable
Patrick Loney,2021,1," $1,000?"
S.,2020,1, Terrible company. Inhumane practices.
Jeffery Hopkins,2021,1, You're what's wrong with the world... disgusting!
Lee V. Tong,2021,1, Price Gouging is illegal
David Garcia,2020,1," Please have patience, people"
Bennie,2021,1, No way
6Curry's,2021,1, Absolute scum of the earth
Emily Wells,2021,1, Scum bags
Dipali Ranjan,2021,1, Scalper Alert
Graham,2021,1, They are absolutely despicable for this
Wade,2021,1, Re sale loser's
Amazon Customer,2021,1, Microsoft just putting out trash
Nick Plahn,2021,1, So wrong
Scott Reviews,2020,1, Poor unethical Launch (READ)
Kaz,2021,1, Scammers go to H E double hockey sticks
Farman Khan,2021,1, Ps5 is just better I’m just speaking facts
Tiff,2020,1, Ridiculous
Jessica Maldonado,2021,1, Delete Microsoft.
Unknown,2021,1, Bad Support
Jun,2021,1, Illegal
Jan,2020,1," Don't fall for it, way overprized."
anthony,2021,1, dont buy for more than 500
Amazon Customer,2020,1, Garbage
Brent,2021,1, Unjust
PlanetDub,2021,1, Trash humans
Amazon Customer,2021,1, How can you advertise a product you will more than likely never going to have?
RJ,2021,1, wait!
Mike C.,2021,1, Mini fridge
Christian Johnson,2021,1, scam
Dr Ludo MD,2021,1, No Microsoft warranty buying third party!
Jonathan Thorne,2021,1, The prices should be illegal
The Robster,2021,1, Slightly better pricing but not quite there yet
Yolanda Blake,2021,1, Over Priced
Jamar Trisvan,2021,1, Still over price
Mark,2021,1, 900 dollars?
Carlos pagan,2020,1, Fallo Xbox series x
Dmc919,2020,1," It's broken, unless you connect to the internet"
VwDad,2020,1, Insanely priced. Wait for the coming release!
Saucy Mac,2021,1, Pig Nose
jackie m,2020,1, All the hype was for nothing
Yusef,2020,1, Don't have series x and can't get a series X
R. Michael Raab,2020,1, stupid...
James m. Moore,2020,1, Why are you Making people wait?
Stephen,2020,1, Amazon supports this type of behavior?
Table100,2021,1, Scalping
Shaun Mayes,2021,1, 3rd is just disgusting
Joedy,2021,1, Horrible
Shadow Kitsune,2021,1, Rip Off
T. Davis,2021,1, Rip OFF!!!
Helen Gross,2021,1, Dirtbag scalpers
Unknown,2021,1, garbage
Will,2021,1, BS
Argue88,2020,1, I thought amazon was better
Cody Lanier,2021,1, Amazon shouldn't allow this
Wes,2021,1, Rip off
RyGuy12,2021,1, Stop buying from these people
Sar Hadariel,2021,1, Scalper
Seth,2021,1, DONT WASTE YOUR MONEY. SCAM
Amazon Customer,2020,1, Way to much
Brandon,2020,1, WARNING!
Brenda H.,2020,1, Should Be Illegal
joanna Jagodka,2020,1, CROOK
Amazon Customer,2021,1, Just buy a PC it's cheaper
Robert,2021,1, That sums it up....
Mitchell Finley,2021,1, Getting tired of this.
Fbox,2021,1, Pos
Amazon Customer,2021,1, Sad this is going on
Alex Beveridge,2021,1, Seriously??
Jason Japa,2020,1, Overpriced
blake,2020,1, How does amazon allow this?
Jose C,2020,1, Wait for the stock to replenish
Amazon Customer,2020,1, Third is wrong
duwyne,2020,1, Horrible
Trevor Mitchell,2021,2, XBox Series X - ALREADY SENT FOR REPAIR
Billy Gaston,2022,5, The hype is all true
Discount Lots,2022,5, Had an Xbox Series S and moved to this. Got it normal retail price
Quincy C.,2022,5, About Time I Could Buy One; So Powerful!
Amazon Customer,2022,2, Kept turning off
Brandon Springer,2022,5, Fastidiously made for sure.
Heggel González,2022,5, You get what you paid for
AFWxman,2022,5, Got lucky! Night and day difference.
Random Reviews,2022,5, BEST XBOX YET?
Omar Rodríguez,2022,5," A very awesome ""box""!"
A. Davis,2022,5, The best console!
TheD,2022,5," Value for Money, Game Pass changes everything"
dan lilly,2021,5, Hard To Get
Kera Moseley,2021,5, Performed even better than promised.
Crib Notes,2022,5, Legit
Cole teichgraeber,2021,5, Amazing!
Rosalyn Stokes,2021,5," Perfect order, great product"
Nicholas De La Rosa,2022,4, Faster than the PS5
Verl,2022,5, Tremendous product.
Renaissance,2021,5, The best xbox!
Brad,2022,5, Surprised with awesomeness
Brittany Mullins,2022,5, Love it
King Nii,2021,5, Arrived on perfect condition
Michael T.,2021,5, Excellent price
Lois D.,2022,5, Awesome gaming console! Worth every penny!!
Eduardo Barajas,2022,5, Perfect
José Luis Romero,2022,5, Fantastica Consola
Amazon Customer,2022,5, love this thing
James G,2022,5, Great experience
Kindle Customer,2021,5, Xbox is awesome
Zachary Mitchell,2022,5, Incredible Performance for the Price
Robert White,2021,5, Best xbox ever
Edin Selimovic,2021,5, Xbox series x best graphics and speeds.
Bribrew1968,2022,5, Dang awesome!
Gamerism1,2022,5, good product and seller 👍
Annamarie C.,2021,5, Great console
edward eric roberts,2020,1, Overpriced
VicYay,2021,4, Need more restock
John sullivan,2021,5, I am so happy
Rodney Wolfe,2022,5, Beats the 360!
B. Isherwood,2021,5, Great value with backward compatibility + gamepass
B. Isherwood,2021,5, Great value with backward compatibility + gamepass
Supa one,2022,5, Amazing.
Mauro Goñi,2022,5, EXELENTE ARTICULO
Franklin Marvin Aquino,2021,1, Why the price gouge up?
Emizzzy453,2022,5, The best console even without games yet! They are here now!
Jason Palmer,2021,5, Better than I expected
Nancie Sionni,2020,1, Sending back to Xbox -won’t turn on
Erik Torrez,2022,5, Worth it
Gabril Botton,2021,5, So excited
Juan Francisco Jácome,2022,5, Just Go for it
B. Isherwood,2021,5, Great value with backward compatibility + gamepass
Supa one,2022,5, Amazing.
Mauro Goñi,2022,5, EXELENTE ARTICULO
Franklin Marvin Aquino,2021,1, Why the price gouge up?
Emizzzy453,2022,5, The best console even without games yet! They are here now!
Jason Palmer,2021,5, Better than I expected
Nancie Sionni,2020,1, Sending back to Xbox -won’t turn on
Erik Torrez,2022,5, Worth it
Gabril Botton,2021,5, So excited
Juan Francisco Jácome,2022,5, Just Go for it
B. Isherwood,2021,5, Great value with backward compatibility + gamepass
Supa one,2022,5, Amazing.
Mauro Goñi,2022,5, EXELENTE ARTICULO
Franklin Marvin Aquino,2021,1, Why the price gouge up?
Emizzzy453,2022,5, The best console even without games yet! They are here now!
Jason Palmer,2021,5, Better than I expected
Nancie Sionni,2020,1, Sending back to Xbox -won’t turn on
Erik Torrez,2022,5, Worth it
Gabril Botton,2021,5, So excited
Juan Francisco Jácome,2022,5, Just Go for it
B. Isherwood,2021,5, Great value with backward compatibility + gamepass
Supa one,2022,5, Amazing.
Mauro Goñi,2022,5, EXELENTE ARTICULO
Franklin Marvin Aquino,2021,1, Why the price gouge up?
Emizzzy453,2022,5, The best console even without games yet! They are here now!
Jason Palmer,2021,5, Better than I expected
Nancie Sionni,2020,1, Sending back to Xbox -won’t turn on
Erik Torrez,2022,5, Worth it
Gabril Botton,2021,5, So excited
Juan Francisco Jácome,2022,5, Just Go for it
Cody Luna,2021,5, Killer system!
The Shmahz,2022,1," Thanks scalpers, now real gamers can't even get one. -.-"
RAM,2023,5, Great for new and experienced gamers
KenW,2021,5, Still worked after rough shipping.
Misc420,2021,5, Glad we found one
Christopher Hotz,2022,5, Excellent console.
rod herr,2022,5, Xbox Series X
William D Whitaker,2023,5, Great Gamming Platform
Ryan,2021,5, Works good and got it fast
Gene,2022,5, Awesome
XDIEGenral - Elico,2021,5, UNLIMITED POWER!!!
Heidi G. Thomas,2021,5, Paid the ransom
WorkingTavo,2021,1, Controller in box arrived with issues
John effman,2021,5, Best xbox ever!
Amazon Customer,2021,1, Stupid
4underpar68,2023,5, Worth every penny
Luis Flores,2022,5, Great and new
Orderingthings,2022,5, Fantastic deal for real!
Justin,2022,3, Awkward (strange)
Anne,2022,5, Great product
Alden D. Thompson,2022,5, Finally
Cliff,2022,5, Awesome System
Steve,2021,5, Simply the best
Keith Brockwell,2020,5, Best gaming console!
Justin Sobota,2022,5, Slightly better than the Xbox One X…
Robert Pugmire,2022,5, BEST XBOX EVER
KAM2,2023,5, Awesome!
Carderius,2021,5, Frame rate
Planet Watcher365,2023,5, Works great
fabian,2022,5, Arrived just in time
Angel Lara,2022,5, XBOX series X
Bigfoot,2020,5, True Next Gen
Tommy,2022,5, Amazing
Rogelio,2022,5, amazing
Dj Medic,2020,5, It’s finally here!!!
Dmitriy,2022,5, Gamepass is great.
Ryan Smith,2021,5, LETS GO FINALLY GOT ONE
D,2022,5, so glad Amazon had this!
Amber Jeska,2021,1, Trash
Jim,2022,5, Great Picture
Jocelyn Penner,2022,5, Love it.
Amber Jeska,2021,1, Trash
Jim,2022,5, Great Picture
Sylvain,2022,5, Finally after 2 years
Terry Rutledge-LaVeglia,2022,5, Honest
Jeremia,2022,5, The One
Melissa H.,2021,5, Fast and incredible graphics
WHEELZ247,2021,5, Very fast delivery
Lupeq661,2021,4, Amazing console. Fast shipping
Dikembe Blackwell,2020,5, New power
Amber,2021,5, LOVE
Denise Davey,2020,5, Good console
Dawson King,2022,5, I love it!!!!
Chad,2020,5," Great Console, Sad Resells"
Rafael Hernandez,2021,5, Woohoo!
Danny,2021,1, Don't buy
Josh Z,2022,5, Great Console
Mr X,2021,5," Fast, quiet, fantastic"
5044100614,2021,5, I received it undamaged and in perfect working order
LarryB,2023,5, Everything you ever dreamed of.
Country_Hotty,2021,5, Love It!
5044100614,2021,5, I received it undamaged and in perfect working order
LarryB,2023,5, Everything you ever dreamed of.
Jpix,2020,5, It does everything except clean the dishes
Dr.P,2020,5," Fast, no bugs, works well"
Eliezer Soto Cavazos,2022,5, Todo excelente ya estoi jugando
Brett Wayne Herron,2022,5, Computer in a box
Andrew padilla,2021,5, a
Jake,2020,5, It has games
Claudina,2022,5, X box
Claudina,2022,5, X box
Arepo,2021,5, Absolutely love it
Eric Swendsen,2021,5," Quick, item came as advertised."
Sixto Montoya,2022,5, Looks and plays great.
Stephanie,2022,5, Amazing graphics !
Kevin McCurry,2022,5, worth the wait!!
Jevgenij Cariov,2021,4, Product good but box came damaged.
R. H.,2021,1, Garbage
Jhonny Augustin,2020,5, XBox Series X!!!! Let's Goooooooo!!
Robert Wagner,2021,5," The future of game consoles, right here."
Brian B,2020,5, Series X Pre-order works awesome
Bret,2022,5, Good
Andrew Marchese,2021,5, Great experience
Kevin,2022,5, Definitely get one!
Gary ghazarian,2022,5, Good
Cassie,2022,5, Perfect
Donnell,2021,5, Awesome!!!!
Paul,2022,5," Great, As described A++++"
Lorentsen,2022,5, Love it
Ismatu Koroma,2020,5, Better than PS5
Ismatu Koroma,2020,5, Better than PS5
Michelle M,2020,5, Fast shipping! Great Seller!!
Harvey,2021,5, XBOX X Series
Serena,2023,5, It's fine
Stephen P,2022,5, Nice system
Tiffany Villagomez,2021,5," Worth it , legit , as described, LOVE IT!"
Kindle Customer,2022,3, Just ok
John Conti,2020,5, Amazing.
Farren Washington,2023,5, So happy with my purchase
Gail,2021,5," It came earlier than expected, was well packed,"
James R Casey,2022,4, Xbox didn't work but GREAT customer service so far
Gail,2021,5," It came earlier than expected, was well packed,"
Anthony Morris,2020,5, LOVE IT
Zachery Welsh,2022,5, Happy
trevor,2021,5, easy to set up
STEVEN,2020,5, Awesome load times
Kenneth P. Krug,2021,5, It surprised me
Jacob Stein,2022,5, Love this console!
Hannah Gardner,2023,5, It's exactly what I needed!
Nicole,2022,5, Very satisfied
Richie Psywalker,2022,5, Great.
Jamie,2022,5, Awesome!
Nicole,2022,5, Very satisfied
Ariel,2020,5, Thought it wasn’t coming until after Xmas!
melissa,2022,5, Hubby's LOVES it
Razzle Dazzle,2023,5," Thank you, it was a late Christmas gift for my son"
Trump won.,2023,5, It was a gift.
David,2021,4, Great Console
Jack Yeslow,2021,5, Expensive but I got the Xbox fast and in good condition
Cmdr Riker,2022,5, Thank you Amazon Invitation
Witchyways1111,2022,5, YES!!!!
Nyfishon,2022,5, Nice
Gem Rummie,2021,5, Nice!
AP,2021,5, Highly recommend getting this new Xbox Series X
Samuel Gunn,2020,5, It is worth the money. But needs more games.
BJ n Mobile,2022,5, Service & priced right
Nolan,2020,1, Overpriced
Susan,2022,5, Xbox Series X
Mitch,2021,5, Worth It.
Michael,2022,5, Xbox x
Mitch,2021,5, Worth It.
Michael,2022,5, Xbox x
LISA e.,2022,5, Amazing - as expected
Ron O.,2020,5," Older games look great, running 4k at 60fps"
Robert,2022,5, Amazing graphics
TJ,2020,5, Team Xbox Delivers on the Series X
Michelle Wright,2020,5, Great system
Savitar C.,2021,5, Perfection
John & Jo,2022,5, Couldn't be happier
Carlos Mirabal,2022,5, It's great
Victor,2021,5, Great Product and Fair Price!
KTARRO,2022,5, Great gaming console
A. Yates,2020,1, Lemon
Collin,2021,5, Does what it needs
Matt,2020,5, Simply amazing
Gavin,2020,5, New Gen!
James Jones,2022,5, Best Gaming Console yet
Sebastian Carlos,2021,5, Big Improvment
FloridaJay!,2020,4, Meh.. just another Xbox...
Koshik m,2023,5, Best video game console
Koshik m,2023,5, Best video game console
James Jones,2022,5, Best Gaming Console yet
Sebastian Carlos,2021,5, Big Improvment
FloridaJay!,2020,4, Meh.. just another Xbox...
jesusu javier carrillo montoya,2023,5,
erick,2023,5,
Emanuel Cid,2023,5,
Jaime Guillermo Fernandez Baez,2023,5,
Daniel Antonio,2023,5,
Benjamin Pech,2023,5,
Estefanía,2023,5,
Ramon Arturo Acevedo Gonzalez,2023,5,
Jorge J. Campos Clemente,2023,5,
Mr. Edd,2023,5,
Javier,2023,5,
Samantha Hernández,2023,5,
KENYA L.,2023,5,
Martín Polanco,2023,5,
Esdras Agundis Hernández,2023,5,
Oziel Lazcano,2023,5,
Ana Teresa Ku Kuman,2023,5,
Excelente producto la consola más poderosa del mundo.,2023,5,
Ordaz,2023,5,
Diego Alejandro Gómez Maciel,2023,5,
Dr Omar Aguirre,2023,5,
Dante Edgardo Alonso,2023,5,
Ricardokande,2022,5,
Rogelio Ruiz,2023,5,
Juls,2023,5,
Arturo sennin,2022,5,
mario alberto solorzano silva,2023,5,
Misael Leobani Roblero Ramirez,2023,5,
Pierre-Luc G.,2023,5,
Denis Godin,2023,5,
Jesus R.C,2022,5,
Alan Gonzalez,2022,5,
JR,2022,5,
Ezra,2023,4,
Très satisfait du produit reçu avent la date prévue,2023,5,
Ricardo R.,2023,5,
Tom,2023,5,
Isaac,2022,5,
Eduardo Ibarra,2022,5,
